concessionaria_ped;praca_de_pedagio;rodovia_ped;uf_ped;km_m_ped;municipio_ped;sentido_ped;situacao_ped;latitude_ped;longitude_ped;concessionaria_rad;tipo_de_radar;rodovia_rad;uf_rad;km_m_rad;municipio;tipo_pista;sentido_rad;situacao_rad;latitude_rad;longitude_rad;velocidade_leve;velocidade_pesado;UF_rod;extencao_km_federal
;;;;;;;;;;VIA BRASIL;Controlador;BR-230;PA;1113,187;Itaituba;Principal;Crescente;Ativo;-4,397866;-55,920226;40;40;;
;;;;;;;;;;VIA BRASIL;Controlador;BR-230;PA;1113,013;Itaituba;Principal;Decrescente;Ativo;-4,398723;-55,917297;40;40;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;361,9;Sangão;Principal;Decrescente;Ativo;-28,676472;-49,130083;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;363,4;Sangão;Principal;Crescente;Ativo;-28,681222;-49,144361;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;367,5;Sangão;Principal;Decrescente;Ativo;-28,697694;-49,181528;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;360,6;Sangão;Principal;Crescente;Ativo;-28,669472;-49,120139;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;318,4;Pescaria Brava;Principal;Decrescente;Ativo;-28,428306;-48,881194;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;324,9;Capivari de Baixo;Principal;Decrescente;Ativo;-28,426083;-48,944472;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;325,4;Capivari de Baixo;Principal;Decrescente;Ativo;-28,428611;-48,948917;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;334,9;Tubarão;Principal;Decrescente;Ativo;-28,474528;-49,026389;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;334,7;Tubarão;Principal;Crescente;Ativo;-28,473194;-49,024667;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;289,5;Imbituba;Principal;Decrescente;Ativo;-28,278111;-48,70025;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;304;Laguna;Principal;Decrescente;Ativo;-28,388028;-48,774389;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;277,3;Imbituba;Principal;Decrescente;Ativo;-28,170194;-48,694306;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;287,1;Imbituba;Principal;Crescente;Ativo;-28,257278;-48,704083;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;277,3;Imbituba;Principal;Crescente;Ativo;-28,170194;-48,694306;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;275,9;Imbituba;Principal;Crescente;Ativo;-28,157222;-48,692972;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;252,4;Paulo Lopes;Principal;Decrescente;Ativo;-27,961722;-48,679278;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;255,6;Paulo Lopes;Principal;Decrescente;Ativo;-27,990306;-48,680028;80;80;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;264,6;Garopaba;Principal;Decrescente;Ativo;-28,059667;-48,716944;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;259,7;Paulo Lopes;Principal;Crescente;Ativo;-28,020139;-48,698833;80;80;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;347,28;Jaguaruna;Principal;Crescente;Ativo;-28,577374;-49,052481;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;336,8;Tubarão;Principal;Decrescente;Ativo;-28,486889;-49,038056;80;80;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;324;Pescaria Brava;Principal;Crescente;Ativo;-28,424583;-48,935806;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;269,032;Imbituba;Principal;Decrescente;Ativo;-28,0975;-48,705667;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;252;Paulo Lopes;Principal;Crescente;Ativo;-27,95825;-48,678;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;445,6;Santa Rosa do Sul;Principal;Decrescente;Ativo;-29,148556;-49,724806;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;445,6;Santa Rosa do Sul;Principal;Crescente;Ativo;-29,148556;-49,724806;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;432,5;Sombrio;Principal;Decrescente;Ativo;-29,084694;-49,630556;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;432,5;Sombrio;Principal;Crescente;Ativo;-29,084694;-49,630556;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;416;Araranguá;Principal;Decrescente;Ativo;-28,972333;-49,528861;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;416;Araranguá;Principal;Crescente;Ativo;-28,972333;-49,528861;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;412,2;Araranguá;Principal;Decrescente;Ativo;-28,944;-49,527806;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;412,2;Araranguá;Principal;Crescente;Ativo;-28,944;-49,527806;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;411;Araranguá;Principal;Decrescente;Ativo;-28,936222;-49,519306;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;410,8;Araranguá;Principal;Crescente;Ativo;-28,93475;-49,518167;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;407,5;Araranguá;Principal;Decrescente;Ativo;-28,920083;-49,490417;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;400,7;Maracajá;Principal;Crescente;Ativo;-28,869556;-49,450889;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;391,94;Criciúma;Principal;Crescente;Ativo;-28,813111;-49,389139;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;387,7;Içara;Principal;Decrescente;Ativo;-28,793556;-49,351972;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;373;Içara;Principal;Crescente;Ativo;-28,717139;-49,232194;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;371,9;Içara;Principal;Decrescente;Ativo;-28,714556;-49,221417;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;355,3;Sangão;Principal;Crescente;Ativo;-28,630889;-49,089667;110;90;;
;;;;;;;;;;VIA COSTEIRA;Controlador;BR-101;SC;347,84;Jaguaruna;Principal;Decrescente;Ativo;-28,582194;-49,050361;110;90;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;462,95;Sete Lagoas;Principal;Crescente;Ativo;-19,420795;-44,339028;70;70;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;462,3;Sete Lagoas;Principal;Crescente;Ativo;-19,414844;-44,339894;70;70;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;413,4;Curvelo;Principal;Crescente;Ativo;-19,136239;-44,617694;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;413,8;Curvelo;Principal;Decrescente;Ativo;-19,137708;-44,615769;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;145,4;João Pinheiro;Principal;Decrescente;Ativo;-17,756807;-46,160524;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;145,1;João Pinheiro;Principal;Crescente;Ativo;-17,756081;-46,162397;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;276,25;Três Marias;Principal;Decrescente;Ativo;-18,209322;-45,228072;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;459,5;Caetanópolis;Principal;Crescente;Ativo;-19,393211;-44,334908;110;110;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;129,2;João Pinheiro;Principal;Crescente;Ativo;-17,704359;-46,2934;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;129,3;João Pinheiro;Principal;Decrescente;Ativo;-17,704492;-46,292447;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;118,7;Lagoa Grande;Principal;Crescente;Ativo;-17,660094;-46,375936;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;118,8;Lagoa Grande;Principal;Decrescente;Ativo;-17,660428;-46,374239;60;60;;
;;;;;;;;;;VIA CRISTAIS;Redutor;BR-40;MG;443,7;Paraopeba;Principal;Crescente;Ativo;-19,288367;-44,412519;70;70;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;GO;97,2;Cristalina;Principal;Crescente;Ativo;-16,769369;-47,59175;80;80;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;50,3;Paracatu;Principal;Crescente;Ativo;-17,241471;-46,795893;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;50,5;Paracatu;Principal;Decrescente;Ativo;-17,242289;-46,794797;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;141,5;João Pinheiro;Principal;Crescente;Ativo;-17,737399;-46,188469;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;245,25;São Gonçalo do Abaeté;Principal;Crescente;Ativo;-18,096692;-45,473264;60;60;;
;;;;;;;;;;VIA CRISTAIS;Controlador;BR-40;MG;246,3;São Gonçalo do Abaeté;Principal;Crescente;Ativo;-18,104489;-45,468439;60;60;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;545,98;Nova Lima;Principal;Crescente;Ativo;-20,015834;-43,970249;100;80;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;551,4;Nova Lima;Principal;Crescente;Ativo;-20,057838;-43,975428;100;80;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;590,059;Itabirito;Principal;Decrescente;Ativo;-20,370904;-43,910905;60;60;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;603,7;Ouro Preto;Principal;Decrescente;Ativo;-20,45369;-43,839237;80;80;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;614,6;Congonhas;Principal;Decrescente;Ativo;-20,538646;-43,820727;60;60;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;614,6;Congonhas;Principal;Crescente;Ativo;-20,538108;-43,820929;60;60;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;716,3;Barbacena;Principal;Decrescente;Ativo;-21,27384;-43,64831;60;60;;
;;;;;;;;;;VIA MINEIRA;Controlador;BR-40;MG;737,1;Santos Dumont;Principal;Decrescente;Ativo;-21,409036;-43,567132;60;60;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;245,2;Soledade;Principal;Decrescente;Ativo;-28,803798;-52,507508;60;60;;
;;;;;;;;;;VIA SUL;Redutor;BR-386;RS;270,8;Fontoura Xavier;Principal;Decrescente;Ativo;-28,978289;-52,367937;60;60;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;305;Pouso Novo;Principal;Crescente;Ativo;-29,189548;-52,188429;60;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;367,4;Fazenda Vilanova;Principal;Crescente;Ativo;-29,581164;-51,841074;100;80;;
;;;;;;;;;;VIA SUL;Redutor;BR-386;RS;388;Triunfo;Principal;Crescente;Ativo;-29,695129;-51,693235;60;60;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;405,3;Montenegro;Principal;Decrescente;Ativo;-29,780227;-51,552887;100;80;;
;;;;;;;;;;VIA SUL;Redutor;BR-386;RS;434,6;Nova Santa Rita;Principal;Crescente;Ativo;-29,846361;-51,276471;60;60;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;443;Canoas;Principal;Crescente;Ativo;-29,889403;-51,21215;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-101;RS;15,5;Dom Pedro de Alcântara;Principal;Crescente;Ativo;-29,410162;-49,857806;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-101;RS;4,7;Torres;Principal;Crescente;Ativo;-29,337014;-49,785164;100;80;;
;;;;;;;;;;VIA SUL;Redutor;BR-101;RS;86,2;Osório;Principal;Crescente;Ativo;-29,879663;-50,261308;80;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-101;RS;71,8;Osório;Principal;Crescente;Ativo;-29,761297;-50,217864;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-101;RS;57,6;Maquiné;Principal;Crescente;Ativo;-29,662472;-50,133248;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;415,127;Montenegro;Principal;Decrescente;Ativo;-29,81798;-51,470985;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-386;RS;415,126;Montenegro;Principal;Decrescente;Ativo;-29,818095;-51,470924;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-448;RS;4,101;Esteio;Principal;Crescente;Ativo;-29,846137;-51,203835;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-448;RS;4,1;Esteio;Principal;Crescente;Ativo;-29,845924;-51,203898;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;92,5;Porto Alegre;Principal;Decrescente;Ativo;-29,971188;-51,182885;100;90;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;91;Porto Alegre;Principal;Crescente;Ativo;-29,968781;-51,167917;100;80;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;70,901;Gravataí;Principal;Crescente;Ativo;-29,951409;-50,96552;110;90;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;70,9;Gravataí;Principal;Crescente;Ativo;-29,951371;-50,96554;110;90;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;31,001;Santo Antônio da Patrulha;Principal;Crescente;Ativo;-29,884067;-50,565498;110;90;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;31;Santo Antônio da Patrulha;Principal;Crescente;Ativo;-29,884016;-50,565478;110;90;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;10,001;Osório;Principal;Crescente;Ativo;-29,891572;-50,374095;110;90;;
;;;;;;;;;;VIA SUL;Controlador;BR-290;RS;10;Osório;Principal;Crescente;Ativo;-29,891524;-50,3741;110;90;;
;;;;;;;;;;WAY 262;Redutor;BR-262;MG;355,94;Betim;Principal;Decrescente;Ativo;-19,973605;-44,273728;60;60;;
;;;;;;;;;;WAY 262;Redutor;BR-262;MG;355,94;Betim;Principal;Decrescente;Ativo;-19,973605;-44,273728;80;80;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;359,84;Juatuba;Principal;Decrescente;Ativo;-19,972628;-44,309762;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;372,88;Juatuba;Principal;Decrescente;Ativo;-19,931015;-44,412622;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;374,52;Juatuba;Principal;Decrescente;Ativo;-19,932783;-44,426809;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;375,77;Juatuba;Principal;Decrescente;Ativo;-19,935081;-44,435422;60;60;;
;;;;;;;;;;WAY 262;Redutor;BR-262;MG;443,73;Nova Serrana;Principal;Crescente/Decrescente;Ativo;-19,851362;-45,027075;60;60;;
;;;;;;;;;;WAY 262;Redutor;BR-262;MG;469,58;Bom Despacho;Principal;Crescente/Decrescente;Ativo;-19,785742;-45,252514;60;60;;
;;;;;;;;;;WAY 262;Redutor;BR-262;MG;470,4;Bom Despacho;Principal;Crescente/Decrescente;Ativo;-19,782982;-45,259761;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;474,75;Bom Despacho;Principal;Crescente/Decrescente;Ativo;-19,78645;-45,300527;60;60;;
;;;;;;;;;;WAY 262;Redutor;BR-262;MG;515,86;Luz;Principal;Crescente/Decrescente;Ativo;-19,782851;-45,683228;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;550,165;Luz;Principal;Decrescente;Ativo;-19,742495;-45,945974;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;557,43;Córrego Danta;Principal;Crescente/Decrescente;Ativo;-19,738992;-46,008014;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;582,47;Campos Altos;Principal;Crescente/Decrescente;Ativo;-19,666958;-46,164079;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;585,56;Campos Altos;Principal;Decrescente;Ativo;-19,653601;-46,184584;60;60;;
;;;;;;;;;;WAY 262;Controlador;BR-262;MG;669,47;Araxá;Principal;Crescente;Ativo;-19,554654;-46,888642;60;60;;
